trial,value,local_dem_cfg,regional_dem_cfg,climate_units,dem_units,dem_patch_size,temporal_units,na,nb,dropout_rate,learning_rate,weight_decay,batch_size
100,235.86405915987646,0,2,288,112,6,32,896,128,0.15000000000000002,0.00022694154371692409,1.2206344771524401e-05,512
101,239.44278740374943,2,2,320,128,10,48,592,64,0.25,3.401731223791353e-05,0.00021031297403259613,512
102,238.73105819726334,2,2,352,128,10,48,528,64,0.25,8.220715203488062e-05,0.0006475277589330897,512
103,250.80833226012592,2,2,256,112,10,48,656,64,0.25,0.00017065230564668757,0.00034115620114647536,512
104,241.875523530283,2,3,336,160,11,48,592,64,0.2,4.5799687322015586e-05,0.00013687713625879975,512
105,231.89486019482604,2,2,304,112,11,48,608,80,0.35000000000000003,2.105904296411377e-05,6.937316237698054e-05,128
106,240.4085506380443,2,1,304,112,11,48,560,80,0.35000000000000003,1.0976186588605055e-05,7.040317045567323e-05,128
107,237.93474785214593,4,2,912,96,5,32,496,96,0.35000000000000003,2.135182992448116e-05,5.400958438044816e-05,128
108,237.92876407795532,3,2,384,96,7,48,608,80,0.4,1.583603748807221e-05,1.9316956981365964e-05,128
109,233.81253225247949,1,4,272,112,6,32,784,96,0.30000000000000004,4.072947971453117e-06,2.4522937835018375e-07,128
110,237.92312789646425,1,4,272,80,12,32,784,96,0.4,4.0915300395812534e-06,2.117676790437377e-07,128
111,240.70962494535124,1,4,304,112,6,32,816,96,0.30000000000000004,5.869366277535434e-06,1.0714360695950197e-07,128
112,239.75101442894018,1,5,256,112,6,32,704,112,0.30000000000000004,7.596459554078309e-06,2.684277743645618e-07,128
113,241.19390569750377,0,4,304,144,3,32,752,80,0.35000000000000003,1.0048743447518828e-06,1.4613065687767047e-07,128
114,233.21571872048958,2,4,272,176,5,32,720,96,0.35000000000000003,2.8075354871230818e-05,3.387255984972553e-05,128
115,234.48339260507225,2,4,272,176,5,32,816,96,0.35000000000000003,2.7970618266954914e-05,9.296840628403009e-07,128
116,243.3838923047017,2,5,272,176,4,32,640,96,0.35000000000000003,2.2337329863399165e-05,7.98928725203017e-07,128
117,239.8289812781497,2,4,256,192,5,48,704,96,0.4,3.419564482789699e-05,4.1798107023254004e-07,128
118,238.81615072922455,2,4,976,208,4,32,848,96,0.35000000000000003,1.4245465245305057e-05,3.878467785098294e-07,128
119,242.33883944428422,3,4,864,176,5,32,816,96,0.35000000000000003,6.123455478907122e-07,5.181662719224865e-07,256
120,241.85429754339995,1,4,704,160,5,48,992,96,0.35000000000000003,1.7581558280983116e-07,1.728698780730808e-06,128
121,237.32236031568792,2,4,288,176,5,32,784,80,0.30000000000000004,2.696502650520378e-05,3.55578072792591e-05,128
122,242.28447132197297,2,4,320,16,7,32,768,96,0.25,4.401029225438982e-05,3.0053417966704165e-07,128
123,235.62048804742327,2,5,272,192,6,32,800,96,0.30000000000000004,1.8847247539079672e-05,1.0687685904597712e-06,128
124,239.50409598124733,2,3,288,160,4,32,720,80,0.25,2.9447971514076385e-05,5.115841327688426e-07,128
125,239.18452501519937,2,5,352,176,11,32,880,128,0.4,5.532768558206123e-05,3.1430466664147804e-05,128
126,243.5308160309598,3,4,320,128,7,32,560,96,0.45,1.173946400304145e-05,6.740303810959481e-06,1024
127,236.09227725435676,2,3,256,144,8,32,672,80,0.35000000000000003,1.795686857996804e-05,1.3397886818099168e-07,128
128,238.34310196595857,3,0,304,192,6,48,928,112,0.30000000000000004,3.8070507335730114e-05,4.625086322385899e-05,512
129,235.98377527384346,1,2,272,256,11,32,736,96,0.25,9.659679791644412e-06,2.2075046464739494e-07,128
130,239.1862124503033,2,4,288,176,5,32,832,128,0.35000000000000003,2.622043619919429e-05,2.3079494189336423e-05,512
131,240.93281844325625,2,2,288,112,6,32,736,112,0.30000000000000004,6.495155284593953e-06,7.340981803032756e-05,128
132,236.9502929955963,2,2,320,112,6,32,768,112,0.30000000000000004,1.3287922242061226e-05,0.0001140154686958378,128
133,234.70336354022174,2,2,1024,128,7,32,688,112,0.25,8.731295740300643e-06,9.881309277231166e-05,128
134,237.25692620011887,2,2,944,128,7,32,688,112,0.25,3.5952136563332e-06,9.643281517964311e-05,128
135,254.82543748523244,2,1,480,128,7,32,448,96,0.25,0.0015182330119467274,0.00015188807874631115,128
136,236.52811082432868,2,2,256,160,8,32,496,112,0.2,2.2198427102863577e-05,5.6494574265208986e-05,128
137,241.79666170094598,2,3,992,128,7,48,640,128,0.2,1.5550498607399545e-05,6.414470603882952e-07,512
138,232.22373428994555,1,2,352,208,8,32,608,96,0.25,4.802278193697628e-06,7.153453258605379e-08,128
139,236.0384643713068,1,2,1024,240,8,32,624,96,0.25,4.818218603595995e-06,2.8173543084325145e-08,128
140,238.5726600819478,1,2,368,208,9,32,608,96,0.30000000000000004,1.930129069614887e-06,1.6510914713826895e-06,512
141,236.7435491624686,1,2,784,224,8,32,528,96,0.25,2.6634970746382492e-06,2.6049024444924567e-06,128
142,235.52474159181853,1,2,336,208,8,32,656,112,0.25,8.963238955354639e-06,7.590861573509549e-08,128
143,233.45915164767857,2,2,272,176,7,32,672,80,0.2,4.870284486735943e-06,7.773804148419373e-08,128
144,235.23660763779398,1,2,272,192,7,32,656,80,0.2,4.805071115630183e-06,3.2567919620675285e-08,128
145,236.37139338401076,2,2,304,160,7,32,688,80,0.2,6.958171604284795e-06,5.4858512207137346e-08,128
146,239.05476964694688,0,2,352,176,8,64,704,80,0.15000000000000002,3.1260546341632093e-06,8.847919042063128e-08,256
147,237.03888464352815,2,2,304,192,7,32,672,80,0.2,1.1359903664530122e-05,6.004978839644866e-08,128
148,249.15883969464775,3,1,256,176,9,32,608,80,0.0,4.8082292024584615e-06,4.8880135454980067e-08,512
149,238.73987823979357,4,2,816,160,7,48,576,96,0.35000000000000003,8.412836024167897e-06,4.232442817014371e-06,128
150,238.07255903014388,1,2,416,176,8,32,624,48,0.15000000000000002,1.86561444347528e-06,0.00026935433980156527,512
151,237.07568262505598,2,2,272,128,11,32,752,112,0.25,3.2342511584801895e-05,1.4927038984779924e-08,128
152,235.06075667928357,2,2,896,112,6,32,720,96,0.25,1.928470258241125e-05,6.504657575027675e-05,128
153,236.42273799175368,2,3,320,176,5,32,784,128,0.25,1.4975199561029122e-05,3.791521199238809e-05,128
154,235.72288574686206,2,2,288,224,7,32,544,96,0.25,6.031612819450694e-06,2.014575871588792e-07,128
155,238.8315342953982,2,4,336,96,6,32,816,80,0.4,2.4635607443021238e-05,1.62690991571389e-07,1024
156,241.19662194864176,2,1,304,144,7,48,768,96,0.30000000000000004,1.1691053947244231e-05,2.820018249731667e-05,128
157,236.50710798532882,2,2,256,112,11,32,688,112,0.25,3.7110793729813542e-06,8.684695889807584e-05,128
158,234.8052941282624,2,4,288,96,5,32,576,128,0.30000000000000004,6.52504731507328e-05,2.7065668922670596e-07,128
159,242.69249488457626,2,4,272,96,5,32,592,128,0.30000000000000004,6.884987274795567e-05,2.829364726942417e-07,512
160,241.65939074521057,1,4,1008,96,5,48,576,128,0.30000000000000004,0.0003607049101513858,8.61828077547522e-08,128
161,242.70786411657022,2,4,288,80,5,32,624,128,0.25,5.1414221539971073e-05,1.356683134753275e-07,128
162,243.1286891983643,2,4,288,96,6,32,496,128,0.30000000000000004,3.8649957977807475e-05,4.501436740116967e-05,128
163,239.83850357492676,3,2,320,112,4,32,560,112,0.25,2.9211676384403502e-05,4.2082109524434066e-07,128
164,235.21180785425722,2,4,256,128,6,32,720,128,0.30000000000000004,1.8484833211810194e-05,0.00012264290284517501,128
165,234.41867796308506,2,2,304,176,8,32,656,96,0.35000000000000003,3.706513354113594e-05,9.454101949418411e-07,128
166,235.86192418905316,2,2,336,176,8,32,656,96,0.4,4.83378891021203e-05,1.2668302202545148e-06,128
167,237.10054652110458,2,2,384,192,8,32,672,96,0.35000000000000003,8.30386399286233e-05,1.0323936632331646e-08,512
168,235.72285982644462,3,2,560,256,8,32,512,96,0.35000000000000003,0.00011651663384498723,6.92265390573717e-07,128
169,238.61044819482575,2,0,272,192,8,48,640,96,0.35000000000000003,6.057082027200156e-05,3.3730314243445246e-07,128
170,236.51431279396635,2,2,304,176,9,32,624,80,0.35000000000000003,7.360017512758161e-06,2.521689566065383e-07,512
171,235.11657388919912,2,3,288,160,7,32,704,96,0.25,3.709081196122019e-05,8.354020409712238e-07,128
172,243.27323929965846,2,2,320,176,5,32,752,112,0.30000000000000004,2.6278251690977303e-05,0.00017523955404917518,128
173,237.58532825227942,2,4,272,112,5,32,800,96,0.35000000000000003,3.126497941642478e-05,5.780844657608478e-07,128
174,237.6995858377862,2,2,352,112,7,32,672,64,0.2,2.4024514130273486e-05,1.8777025954921358e-05,128
175,235.67098997369672,2,2,304,160,8,32,544,112,0.25,1.311040369768118e-05,8.648052342986831e-07,128
176,235.15637396150024,2,3,960,144,12,32,848,128,0.2,4.147792692358041e-05,0.00010284128550919073,256
177,238.62613766783434,2,1,256,128,6,32,592,96,0.30000000000000004,1.7301572529341735e-05,6.222917867131695e-05,128
178,234.34620604080783,1,2,304,176,11,48,720,80,0.4,9.774947877699034e-06,5.0029893086056455e-05,512
179,232.9569551603711,1,2,736,176,11,48,704,80,0.4,9.410574771872375e-06,4.704811263501393e-05,512
180,234.824724627069,1,2,368,176,11,48,704,80,0.4,8.899801383619028e-06,5.240981438468949e-05,512
181,237.99316575252996,1,2,832,176,11,48,736,80,0.4,5.501974145616388e-06,7.962671841951183e-05,512
182,237.079366879272,1,2,672,176,11,48,688,80,0.4,8.634623331445092e-06,4.9900458509081234e-05,512
183,235.92191712067168,1,2,752,192,11,48,656,80,0.4,1.1490967503487562e-05,4.0193020442770814e-05,512
184,237.6169823244414,1,2,864,160,11,48,720,80,0.4,6.386823311089593e-06,3.572074645733732e-07,512
185,234.8921594236036,1,2,624,176,11,48,736,80,0.35000000000000003,4.2435330270651594e-06,1.8112303235111272e-07,512
186,236.99757191818762,1,2,304,192,11,48,464,64,0.45,1.5241727231454445e-05,2.1423960726928223e-06,512
187,237.46505010049512,1,2,592,176,10,48,608,80,0.4,9.955195638474557e-06,4.215955078038312e-08,512
188,244.9064376109775,0,2,928,224,12,48,768,96,0.35000000000000003,0.0005850070337071299,7.288536380482095e-05,512
189,236.67787522115438,1,2,272,160,11,48,688,80,0.4,1.8515036404448312e-05,1.1724567895124983e-07,512
190,238.48607294926623,5,2,336,176,7,48,640,96,0.35000000000000003,5.628169225023674e-06,2.6524981950805992e-05,1024
191,237.61414122304413,1,2,304,176,11,48,704,80,0.45,8.743883682768476e-06,5.564749369471475e-05,512
192,236.55572936436366,1,2,400,176,11,48,720,80,0.4,7.4253835551559505e-06,3.246471500566322e-05,512
193,234.12794156515517,1,2,288,176,11,48,672,80,0.4,1.0309315210103842e-05,0.0001219636713578815,512
194,238.2367363835352,1,4,288,192,11,48,576,80,0.4,1.2745301658849415e-05,0.00015415500537604372,512
195,236.12961363227885,1,2,720,160,11,48,656,80,0.4,1.0686375631797113e-05,0.000126919571047811,512
196,236.7090841470525,1,2,512,176,7,48,752,64,0.35000000000000003,2.0896292036091633e-05,8.59065384642945e-05,512
197,234.98580157484662,2,2,272,176,9,48,688,80,0.25,1.4271534447869825e-05,4.787443383448494e-07,512
198,237.48257549576132,2,2,288,240,8,32,640,96,0.4,3.271100411483672e-06,0.00019395360414993518,128
199,240.39951064022193,3,4,320,192,5,32,656,96,0.45,4.618642396388888e-06,9.857334525538557e-05,128
