dataset,status,shape_a,shape_b,mean_abs_diff,max_abs_diff
date_018_1960-01/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_018_1960-01/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_018_1960-01/climate_vars/omega_500,only_in_a,"(25,)",,,
date_018_1960-01/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_018_1960-01/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_018_1960-01/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_018_1960-01/climate_vars/shum_700,only_in_a,"(25,)",,,
date_018_1960-01/climate_vars/shum_925,only_in_a,"(25,)",,,
date_018_1960-01/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_018_1960-01/climate_vars/slp,only_in_a,"(25,)",,,
date_018_1960-01/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_018_1960-01/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_018_1960-01/grid_points,only_in_a,"(25, 2)",,,
date_018_1960-01/local_patches,only_in_a,"(25, 3, 3)",,,
date_018_1960-01/month_one_hot,only_in_a,"(12,)",,,
date_018_1960-01/rainfall,only_in_a,"(25,)",,,
date_018_1960-01/regional_patches,only_in_a,"(25, 3, 3)",,,
date_019_1960-02/climate_vars/air_2m,only_in_a,"(25,)",,,
date_019_1960-02/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_019_1960-02/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_019_1960-02/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_019_1960-02/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_019_1960-02/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_019_1960-02/climate_vars/omega_500,only_in_a,"(25,)",,,
date_019_1960-02/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_019_1960-02/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_019_1960-02/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_019_1960-02/climate_vars/shum_700,only_in_a,"(25,)",,,
date_019_1960-02/climate_vars/shum_925,only_in_a,"(25,)",,,
date_019_1960-02/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_019_1960-02/climate_vars/slp,only_in_a,"(25,)",,,
date_019_1960-02/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_019_1960-02/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_019_1960-02/grid_points,only_in_a,"(25, 2)",,,
date_019_1960-02/local_patches,only_in_a,"(25, 3, 3)",,,
date_019_1960-02/month_one_hot,only_in_a,"(12,)",,,
date_019_1960-02/rainfall,only_in_a,"(25,)",,,
date_019_1960-02/regional_patches,only_in_a,"(25, 3, 3)",,,
date_020_1960-03/climate_vars/air_2m,only_in_a,"(25,)",,,
date_020_1960-03/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_020_1960-03/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_020_1960-03/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_020_1960-03/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_020_1960-03/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_020_1960-03/climate_vars/omega_500,only_in_a,"(25,)",,,
date_020_1960-03/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_020_1960-03/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_020_1960-03/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_020_1960-03/climate_vars/shum_700,only_in_a,"(25,)",,,
date_020_1960-03/climate_vars/shum_925,only_in_a,"(25,)",,,
date_020_1960-03/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_020_1960-03/climate_vars/slp,only_in_a,"(25,)",,,
date_020_1960-03/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_020_1960-03/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_020_1960-03/grid_points,only_in_a,"(25, 2)",,,
date_020_1960-03/local_patches,only_in_a,"(25, 3, 3)",,,
date_020_1960-03/month_one_hot,only_in_a,"(12,)",,,
date_020_1960-03/rainfall,only_in_a,"(25,)",,,
date_020_1960-03/regional_patches,only_in_a,"(25, 3, 3)",,,
date_021_1960-04/climate_vars/air_2m,only_in_a,"(25,)",,,
date_021_1960-04/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_021_1960-04/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_021_1960-04/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_021_1960-04/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_021_1960-04/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_021_1960-04/climate_vars/omega_500,only_in_a,"(25,)",,,
date_021_1960-04/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_021_1960-04/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_021_1960-04/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_021_1960-04/climate_vars/shum_700,only_in_a,"(25,)",,,
date_021_1960-04/climate_vars/shum_925,only_in_a,"(25,)",,,
date_021_1960-04/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_021_1960-04/climate_vars/slp,only_in_a,"(25,)",,,
date_021_1960-04/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_021_1960-04/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_021_1960-04/grid_points,only_in_a,"(25, 2)",,,
date_021_1960-04/local_patches,only_in_a,"(25, 3, 3)",,,
date_021_1960-04/month_one_hot,only_in_a,"(12,)",,,
date_021_1960-04/rainfall,only_in_a,"(25,)",,,
date_021_1960-04/regional_patches,only_in_a,"(25, 3, 3)",,,
date_022_1960-05/climate_vars/air_2m,only_in_a,"(25,)",,,
date_022_1960-05/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_022_1960-05/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_022_1960-05/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_022_1960-05/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_022_1960-05/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_022_1960-05/climate_vars/omega_500,only_in_a,"(25,)",,,
date_022_1960-05/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_022_1960-05/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_022_1960-05/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_022_1960-05/climate_vars/shum_700,only_in_a,"(25,)",,,
date_022_1960-05/climate_vars/shum_925,only_in_a,"(25,)",,,
date_022_1960-05/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_022_1960-05/climate_vars/slp,only_in_a,"(25,)",,,
date_022_1960-05/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_022_1960-05/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_022_1960-05/grid_points,only_in_a,"(25, 2)",,,
date_022_1960-05/local_patches,only_in_a,"(25, 3, 3)",,,
date_022_1960-05/month_one_hot,only_in_a,"(12,)",,,
date_022_1960-05/rainfall,only_in_a,"(25,)",,,
date_022_1960-05/regional_patches,only_in_a,"(25, 3, 3)",,,
date_023_1960-06/climate_vars/air_2m,only_in_a,"(25,)",,,
date_023_1960-06/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_023_1960-06/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_023_1960-06/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_023_1960-06/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_023_1960-06/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_023_1960-06/climate_vars/omega_500,only_in_a,"(25,)",,,
date_023_1960-06/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_023_1960-06/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_023_1960-06/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_023_1960-06/climate_vars/shum_700,only_in_a,"(25,)",,,
date_023_1960-06/climate_vars/shum_925,only_in_a,"(25,)",,,
date_023_1960-06/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_023_1960-06/climate_vars/slp,only_in_a,"(25,)",,,
date_023_1960-06/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_023_1960-06/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_023_1960-06/grid_points,only_in_a,"(25, 2)",,,
date_023_1960-06/local_patches,only_in_a,"(25, 3, 3)",,,
date_023_1960-06/month_one_hot,only_in_a,"(12,)",,,
date_023_1960-06/rainfall,only_in_a,"(25,)",,,
date_023_1960-06/regional_patches,only_in_a,"(25, 3, 3)",,,
date_024_1960-07/climate_vars/air_2m,only_in_a,"(25,)",,,
date_024_1960-07/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_024_1960-07/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_024_1960-07/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_024_1960-07/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_024_1960-07/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_024_1960-07/climate_vars/omega_500,only_in_a,"(25,)",,,
date_024_1960-07/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_024_1960-07/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_024_1960-07/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_024_1960-07/climate_vars/shum_700,only_in_a,"(25,)",,,
date_024_1960-07/climate_vars/shum_925,only_in_a,"(25,)",,,
date_024_1960-07/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_024_1960-07/climate_vars/slp,only_in_a,"(25,)",,,
date_024_1960-07/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_024_1960-07/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_024_1960-07/grid_points,only_in_a,"(25, 2)",,,
date_024_1960-07/local_patches,only_in_a,"(25, 3, 3)",,,
date_024_1960-07/month_one_hot,only_in_a,"(12,)",,,
date_024_1960-07/rainfall,only_in_a,"(25,)",,,
date_024_1960-07/regional_patches,only_in_a,"(25, 3, 3)",,,
date_025_1960-08/climate_vars/air_2m,only_in_a,"(25,)",,,
date_025_1960-08/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_025_1960-08/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_025_1960-08/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_025_1960-08/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_025_1960-08/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_025_1960-08/climate_vars/omega_500,only_in_a,"(25,)",,,
date_025_1960-08/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_025_1960-08/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_025_1960-08/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_025_1960-08/climate_vars/shum_700,only_in_a,"(25,)",,,
date_025_1960-08/climate_vars/shum_925,only_in_a,"(25,)",,,
date_025_1960-08/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_025_1960-08/climate_vars/slp,only_in_a,"(25,)",,,
date_025_1960-08/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_025_1960-08/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_025_1960-08/grid_points,only_in_a,"(25, 2)",,,
date_025_1960-08/local_patches,only_in_a,"(25, 3, 3)",,,
date_025_1960-08/month_one_hot,only_in_a,"(12,)",,,
date_025_1960-08/rainfall,only_in_a,"(25,)",,,
date_025_1960-08/regional_patches,only_in_a,"(25, 3, 3)",,,
date_026_1960-09/climate_vars/air_2m,only_in_a,"(25,)",,,
date_026_1960-09/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_026_1960-09/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_026_1960-09/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_026_1960-09/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_026_1960-09/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_026_1960-09/climate_vars/omega_500,only_in_a,"(25,)",,,
date_026_1960-09/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_026_1960-09/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_026_1960-09/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_026_1960-09/climate_vars/shum_700,only_in_a,"(25,)",,,
date_026_1960-09/climate_vars/shum_925,only_in_a,"(25,)",,,
date_026_1960-09/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_026_1960-09/climate_vars/slp,only_in_a,"(25,)",,,
date_026_1960-09/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_026_1960-09/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_026_1960-09/grid_points,only_in_a,"(25, 2)",,,
date_026_1960-09/local_patches,only_in_a,"(25, 3, 3)",,,
date_026_1960-09/month_one_hot,only_in_a,"(12,)",,,
date_026_1960-09/rainfall,only_in_a,"(25,)",,,
date_026_1960-09/regional_patches,only_in_a,"(25, 3, 3)",,,
date_027_1960-10/climate_vars/air_2m,only_in_a,"(25,)",,,
date_027_1960-10/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_027_1960-10/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_027_1960-10/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_027_1960-10/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_027_1960-10/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_027_1960-10/climate_vars/omega_500,only_in_a,"(25,)",,,
date_027_1960-10/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_027_1960-10/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_027_1960-10/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_027_1960-10/climate_vars/shum_700,only_in_a,"(25,)",,,
date_027_1960-10/climate_vars/shum_925,only_in_a,"(25,)",,,
date_027_1960-10/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_027_1960-10/climate_vars/slp,only_in_a,"(25,)",,,
date_027_1960-10/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_027_1960-10/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_027_1960-10/grid_points,only_in_a,"(25, 2)",,,
date_027_1960-10/local_patches,only_in_a,"(25, 3, 3)",,,
date_027_1960-10/month_one_hot,only_in_a,"(12,)",,,
date_027_1960-10/rainfall,only_in_a,"(25,)",,,
date_027_1960-10/regional_patches,only_in_a,"(25, 3, 3)",,,
date_028_1960-11/climate_vars/air_2m,only_in_a,"(25,)",,,
date_028_1960-11/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_028_1960-11/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_028_1960-11/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_028_1960-11/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_028_1960-11/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_028_1960-11/climate_vars/omega_500,only_in_a,"(25,)",,,
date_028_1960-11/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_028_1960-11/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_028_1960-11/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_028_1960-11/climate_vars/shum_700,only_in_a,"(25,)",,,
date_028_1960-11/climate_vars/shum_925,only_in_a,"(25,)",,,
date_028_1960-11/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_028_1960-11/climate_vars/slp,only_in_a,"(25,)",,,
date_028_1960-11/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_028_1960-11/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_028_1960-11/grid_points,only_in_a,"(25, 2)",,,
date_028_1960-11/local_patches,only_in_a,"(25, 3, 3)",,,
date_028_1960-11/month_one_hot,only_in_a,"(12,)",,,
date_028_1960-11/rainfall,only_in_a,"(25,)",,,
date_028_1960-11/regional_patches,only_in_a,"(25, 3, 3)",,,
date_029_1960-12/climate_vars/air_2m,only_in_a,"(25,)",,,
date_029_1960-12/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_029_1960-12/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_029_1960-12/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_029_1960-12/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_029_1960-12/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_029_1960-12/climate_vars/omega_500,only_in_a,"(25,)",,,
date_029_1960-12/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_029_1960-12/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_029_1960-12/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_029_1960-12/climate_vars/shum_700,only_in_a,"(25,)",,,
date_029_1960-12/climate_vars/shum_925,only_in_a,"(25,)",,,
date_029_1960-12/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_029_1960-12/climate_vars/slp,only_in_a,"(25,)",,,
date_029_1960-12/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_029_1960-12/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_029_1960-12/grid_points,only_in_a,"(25, 2)",,,
date_029_1960-12/local_patches,only_in_a,"(25, 3, 3)",,,
date_029_1960-12/month_one_hot,only_in_a,"(12,)",,,
date_029_1960-12/rainfall,only_in_a,"(25,)",,,
date_029_1960-12/regional_patches,only_in_a,"(25, 3, 3)",,,
date_030_1961-01/climate_vars/air_2m,only_in_a,"(25,)",,,
date_030_1961-01/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_030_1961-01/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_030_1961-01/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_030_1961-01/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_030_1961-01/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_030_1961-01/climate_vars/omega_500,only_in_a,"(25,)",,,
date_030_1961-01/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_030_1961-01/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_030_1961-01/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_030_1961-01/climate_vars/shum_700,only_in_a,"(25,)",,,
date_030_1961-01/climate_vars/shum_925,only_in_a,"(25,)",,,
date_030_1961-01/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_030_1961-01/climate_vars/slp,only_in_a,"(25,)",,,
date_030_1961-01/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_030_1961-01/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_030_1961-01/grid_points,only_in_a,"(25, 2)",,,
date_030_1961-01/local_patches,only_in_a,"(25, 3, 3)",,,
date_030_1961-01/month_one_hot,only_in_a,"(12,)",,,
date_030_1961-01/rainfall,only_in_a,"(25,)",,,
date_030_1961-01/regional_patches,only_in_a,"(25, 3, 3)",,,
date_031_1961-02/climate_vars/air_2m,only_in_a,"(25,)",,,
date_031_1961-02/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_031_1961-02/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_031_1961-02/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_031_1961-02/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_031_1961-02/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_031_1961-02/climate_vars/omega_500,only_in_a,"(25,)",,,
date_031_1961-02/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_031_1961-02/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_031_1961-02/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_031_1961-02/climate_vars/shum_700,only_in_a,"(25,)",,,
date_031_1961-02/climate_vars/shum_925,only_in_a,"(25,)",,,
date_031_1961-02/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_031_1961-02/climate_vars/slp,only_in_a,"(25,)",,,
date_031_1961-02/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_031_1961-02/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_031_1961-02/grid_points,only_in_a,"(25, 2)",,,
date_031_1961-02/local_patches,only_in_a,"(25, 3, 3)",,,
date_031_1961-02/month_one_hot,only_in_a,"(12,)",,,
date_031_1961-02/rainfall,only_in_a,"(25,)",,,
date_031_1961-02/regional_patches,only_in_a,"(25, 3, 3)",,,
date_032_1961-03/climate_vars/air_2m,only_in_a,"(25,)",,,
date_032_1961-03/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_032_1961-03/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_032_1961-03/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_032_1961-03/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_032_1961-03/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_032_1961-03/climate_vars/omega_500,only_in_a,"(25,)",,,
date_032_1961-03/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_032_1961-03/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_032_1961-03/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_032_1961-03/climate_vars/shum_700,only_in_a,"(25,)",,,
date_032_1961-03/climate_vars/shum_925,only_in_a,"(25,)",,,
date_032_1961-03/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_032_1961-03/climate_vars/slp,only_in_a,"(25,)",,,
date_032_1961-03/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_032_1961-03/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_032_1961-03/grid_points,only_in_a,"(25, 2)",,,
date_032_1961-03/local_patches,only_in_a,"(25, 3, 3)",,,
date_032_1961-03/month_one_hot,only_in_a,"(12,)",,,
date_032_1961-03/rainfall,only_in_a,"(25,)",,,
date_032_1961-03/regional_patches,only_in_a,"(25, 3, 3)",,,
date_033_1961-04/climate_vars/air_2m,only_in_a,"(25,)",,,
date_033_1961-04/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_033_1961-04/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_033_1961-04/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_033_1961-04/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_033_1961-04/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_033_1961-04/climate_vars/omega_500,only_in_a,"(25,)",,,
date_033_1961-04/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_033_1961-04/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_033_1961-04/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_033_1961-04/climate_vars/shum_700,only_in_a,"(25,)",,,
date_033_1961-04/climate_vars/shum_925,only_in_a,"(25,)",,,
date_033_1961-04/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_033_1961-04/climate_vars/slp,only_in_a,"(25,)",,,
date_033_1961-04/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_033_1961-04/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_033_1961-04/grid_points,only_in_a,"(25, 2)",,,
date_033_1961-04/local_patches,only_in_a,"(25, 3, 3)",,,
date_033_1961-04/month_one_hot,only_in_a,"(12,)",,,
date_033_1961-04/rainfall,only_in_a,"(25,)",,,
date_033_1961-04/regional_patches,only_in_a,"(25, 3, 3)",,,
date_034_1961-05/climate_vars/air_2m,only_in_a,"(25,)",,,
date_034_1961-05/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_034_1961-05/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_034_1961-05/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_034_1961-05/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_034_1961-05/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_034_1961-05/climate_vars/omega_500,only_in_a,"(25,)",,,
date_034_1961-05/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_034_1961-05/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_034_1961-05/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_034_1961-05/climate_vars/shum_700,only_in_a,"(25,)",,,
date_034_1961-05/climate_vars/shum_925,only_in_a,"(25,)",,,
date_034_1961-05/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_034_1961-05/climate_vars/slp,only_in_a,"(25,)",,,
date_034_1961-05/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_034_1961-05/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_034_1961-05/grid_points,only_in_a,"(25, 2)",,,
date_034_1961-05/local_patches,only_in_a,"(25, 3, 3)",,,
date_034_1961-05/month_one_hot,only_in_a,"(12,)",,,
date_034_1961-05/rainfall,only_in_a,"(25,)",,,
date_034_1961-05/regional_patches,only_in_a,"(25, 3, 3)",,,
date_035_1961-06/climate_vars/air_2m,only_in_a,"(25,)",,,
date_035_1961-06/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
