trial,value,local_dem_cfg,regional_dem_cfg,climate_units,dem_units,dem_patch_size,temporal_units,na,nb,dropout_rate,learning_rate,weight_decay,batch_size
22,244.692524607471,3,2,2432,112,6,8,128,16,0.2,0.0001348930654475175,3.290899836737249e-05,512
23,243.9299910749086,4,2,2400,128,7,4,128,32,0.2,0.000113386669425003,0.00010707491307936593,512
24,248.33761891269717,3,1,2560,80,5,28,192,16,0.25,0.0006083088431102447,5.201296427602939e-06,512
25,243.94623859301154,4,5,2352,32,8,60,256,32,0.15000000000000002,2.5771163846043677e-05,1.686605358621374e-05,512
26,251.4037950679639,3,2,2768,112,6,4,128,48,0.1,0.002130608372409009,1.6567211722362035e-06,512
27,253.64865568354114,4,3,2496,160,4,24,192,16,0.2,0.006926728000532295,9.73532372766842e-05,512
28,248.6713573268606,3,0,2992,112,7,40,320,32,0.15000000000000002,0.00021239718292100416,0.00021866383168697652,512
29,245.40667431435895,4,1,3872,64,3,52,128,64,0.05,4.141473682348891e-05,3.264468985586071e-05,512
30,249.07500712554284,1,3,2704,160,4,12,64,16,0.2,0.000686976666220106,3.224817316573561e-07,256
31,244.62020213370295,3,4,2352,256,8,16,256,48,0.25,1.606378229019063e-06,6.851392141482686e-06,256
32,244.554599309782,4,6,2256,144,7,8,64,48,0.3,5.165385382729618e-06,1.134727956212932e-05,1024
33,241.9491653826425,4,5,2240,176,7,16,64,32,0.3,7.063976218029515e-06,1.8643435918995502e-05,1024
34,245.72058170665082,4,5,2432,144,6,20,64,32,0.1,2.716623131545518e-06,6.395975942418439e-05,1024
35,244.9427749166714,2,6,2816,160,5,8,128,48,0.3,1.1389752770796402e-05,7.771512717952715e-06,1024
36,245.4245480281504,4,1,2608,128,6,28,448,80,0.25,5.658645564662636e-07,3.684834279641618e-06,1024
37,238.20161262216337,3,4,2320,80,7,16,128,32,0.1,0.0004284795675273852,2.3465605069649508e-05,1024
38,263.8217177088881,0,4,2352,80,9,36,512,16,0.1,0.00039834559987961347,0.0008460893969624655,256
39,243.29578215429345,2,2,3184,80,10,24,192,32,0.1,0.00010791972507154971,0.00030295789911923243,1024
40,250.42473009222286,3,4,2672,48,6,20,320,16,0.15000000000000002,0.001356941506598567,3.014066212886439e-05,512
41,241.5739848694108,0,0,2528,48,8,4,128,32,0.05,7.540938930227357e-05,7.033081088723582e-05,1024
42,239.67206625073774,0,0,2512,48,8,4,128,32,0.05,0.00036202980328282143,5.9146821511034843e-05,1024
43,245.446176944367,0,0,2416,32,7,12,128,32,0.05,0.0003517976075540078,4.6118839537936947e-05,1024
44,242.8043235872533,0,0,2304,96,10,8,192,16,0.0,0.00017827064258355544,0.0001764655892424573,1024
45,245.269773006562,1,1,2720,16,8,16,448,32,0.1,0.0004420699019871197,1.990658242457696e-05,1024
46,245.47344216521125,0,3,2608,80,9,32,192,96,0.1,0.0011511137117261444,1.6516407360529383e-07,1024
47,247.17847730029712,2,3,2304,112,6,4,64,48,0.15000000000000002,0.0028514908784660446,7.641798782228158e-05,512
48,242.88244274395194,1,0,2496,64,7,40,128,32,0.0,6.0237946739720345e-05,0.0001499304820686891,512
49,252.90234778411195,3,1,2416,96,5,44,256,16,0.05,0.004469531020474247,0.0003998273871482728,1024
50,248.53136353934576,2,3,3472,32,8,12,192,64,0.1,2.8641174703210654e-05,1.3516402180782496e-05,256
51,241.92673075705594,0,4,2912,192,9,20,512,48,0.15000000000000002,0.00028377832198349287,2.840255828003623e-05,512
52,241.88573139803444,0,0,2528,48,8,4,128,32,0.05,0.00010765577191454528,5.3362033898254885e-05,1024
53,249.01569995697105,0,0,3744,48,7,8,128,32,0.05,8.77145340111921e-05,4.087461840925803e-05,1024
54,250.49655371546228,1,1,2624,64,8,4,128,16,0.0,0.00017539885219529166,7.720456519885328e-05,1024
55,239.2616727904793,0,0,2544,240,7,12,64,32,0.05,6.909867952283889e-05,6.254107337496997e-07,1024
56,242.82739787010587,0,1,2464,240,6,12,64,128,0.05,0.0005482797482442179,9.351812142759007e-07,512
57,237.64958216248985,1,0,2304,224,7,8,64,48,0.2,0.0013568411461060087,2.1340884350533225e-07,1024
58,245.1439209261142,1,0,2288,208,7,16,64,48,0.1,0.000931083974625198,2.484349721809955e-07,1024
59,277.68708508251717,0,0,2368,240,7,12,64,64,0.15000000000000002,0.0017302066193130828,1.8653468683050868e-07,1024
60,239.14048810204838,1,0,2560,224,9,32,64,48,0.05,0.004386240746338167,5.606605040177602e-07,1024
61,243.36118602386316,1,0,2768,224,9,64,64,48,0.0,0.003809732489230747,5.699569493264946e-07,1024
62,252.321033629502,0,0,2560,240,8,32,64,48,0.05,0.005989527470577831,5.326979631086665e-07,1024
63,246.60649168534965,1,0,2320,208,10,36,64,64,0.1,0.002392396463169788,1.716569434304087e-06,1024
64,249.6609434513397,0,1,2240,224,9,28,64,48,0.2,0.0007846412525948633,1.007975670904395e-06,1024
65,246.5758335973018,1,0,2464,192,11,40,64,32,0.05,0.0014732175769257587,8.485573137490854e-07,1024
66,249.88001916350922,1,5,2384,240,7,24,384,32,0.1,0.0009241904259596175,4.971733198619857e-07,1024
67,239.2645171746286,0,1,2688,224,8,36,128,48,0.0,4.114003907706902e-05,4.1173897854911087e-07,1024
68,241.56130142741463,0,1,2560,256,8,44,128,80,0.0,3.821353255604628e-05,1.0742572440863358e-07,1024
69,238.04383118744167,0,0,3088,208,7,32,128,48,0.0,1.983531057023082e-05,3.5587186787698575e-07,1024
70,242.29283324292635,0,1,3024,224,6,32,64,64,0.0,8.409786052571273e-06,3.8300538211078706e-07,1024
71,266.4887407920355,0,0,3424,192,7,40,128,48,0.0,1.2119938860693159e-05,1.2868970932559158e-06,1024
72,240.37201670078352,0,0,2656,208,7,36,128,48,0.0,2.0183263209850457e-05,2.424558427941167e-07,1024
73,240.34816012071244,0,0,3248,224,8,48,128,96,0.05,4.825823396893671e-05,1.5915589162190186e-07,1024
74,244.39783040075682,0,0,3616,176,7,36,64,32,0.0,0.0005326275154529702,4.395258446342364e-07,1024
75,238.16231291185633,0,0,3088,256,9,8,192,32,0.05,2.058427317157475e-05,2.3270028576576893e-06,1024
76,243.7885730154321,0,0,3120,256,9,32,192,48,0.05,2.5505412193598265e-05,6.84860195722754e-07,1024
77,244.2620240047561,1,1,3328,240,9,8,256,64,0.0,1.5181176796914964e-05,2.2009175999018398e-06,256
78,249.08244642615458,2,1,3088,224,10,28,64,32,0.05,0.008400351395221965,3.58588371272237e-07,1024
79,239.14251562250897,0,0,2976,208,6,8,448,112,0.0,2.0696952889080934e-05,2.2798976411640383e-06,1024
80,241.3709180512519,0,0,3200,208,5,8,512,128,0.05,1.0623909027346143e-05,2.364845320646e-06,1024
81,256.4853020462731,1,0,2896,256,6,16,448,112,0.0,1.9538478004497263e-05,7.015241846968679e-07,1024
82,243.1263065449085,0,0,2976,240,6,8,512,112,0.0,3.6811052557234996e-05,1.268276352207547e-06,1024
83,240.46776594352727,0,0,3040,208,7,12,448,48,0.0,2.204135590663296e-05,1.9937414579568114e-07,1024
84,240.72471427896667,0,0,2848,224,6,12,384,96,0.0,5.4946138207481584e-05,2.748757598742905e-07,1024
85,244.45733613435291,0,1,2944,176,5,8,192,112,0.05,5.177427172602333e-06,4.305080387663877e-06,1024
86,242.48436426795047,0,0,3072,192,7,32,448,32,0.0,2.7564864278863626e-06,2.8677166164470003e-06,1024
87,243.51533342336072,0,0,3232,224,6,36,512,48,0.1,3.2106323238144354e-05,1.3368588859235125e-06,256
88,246.20292742298216,0,0,2720,240,8,24,320,32,0.25,0.0001697715223907013,9.109066807450512e-06,1024
89,247.75459623101833,1,1,2336,160,12,40,128,80,0.05,0.005142007845280253,1.389678565076508e-07,1024
90,240.76059586253064,2,0,3264,256,9,12,64,48,0.1,0.0018174091537305748,7.868472061045414e-07,1024
91,240.28123509498394,0,2,3136,208,6,28,128,16,0.05,7.42431835359938e-05,4.2783871158112133e-07,1024
92,253.69716614706363,0,0,2272,192,8,4,128,32,0.05,0.0002974505044605834,3.252471542853595e-07,1024
93,265.86282440816603,0,0,2384,224,8,8,192,32,0.05,0.002892892166256481,2.1766726637207415e-07,1024
94,233.8134216044764,0,0,2560,240,7,4,128,32,0.2,0.00047775560648661414,5.17105483893173e-06,1024
95,239.3717449120518,0,0,2816,240,7,4,128,32,0.2,8.564719703734461e-06,1.1000722372121373e-06,1024
96,238.39285882151913,0,0,2752,256,7,16,64,48,0.2,0.00047557442235027914,6.54505234296357e-06,1024
97,240.76458597439856,0,0,2752,256,7,16,64,16,0.2,0.0002358579372805915,5.466871648186072e-06,1024
98,245.30895185027407,0,0,2848,256,6,20,64,64,0.2,0.0011244523918028991,2.773054096089441e-06,1024
99,255.42207874812777,2,0,2640,240,7,16,64,32,0.2,0.00042846171466473455,1.4179920715344131e-05,1024
100,244.83806743639457,0,5,2416,240,7,8,64,32,0.25,0.0007422604653995302,5.753506917918762e-06,256
